,filename,folder,typeset,scene,objectIsPart,objectPresence,_seg.png,_parts_1.png,_parts_2.png,_parts_3.png
6209,['ADE_train_00006210.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/indoor'],1,['convenience_store/indoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6210,['ADE_train_00006211.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/indoor'],1,['convenience_store/indoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
6211,['ADE_train_00006212.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/indoor'],1,['convenience_store/indoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6212,['ADE_train_00006213.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/indoor'],1,['convenience_store/indoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6213,['ADE_train_00006214.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/indoor'],1,['convenience_store/indoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6214,['ADE_train_00006215.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/indoor'],1,['convenience_store/indoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6215,['ADE_train_00006216.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/indoor'],1,['convenience_store/indoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
6216,['ADE_train_00006217.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/indoor'],1,['convenience_store/indoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6217,['ADE_train_00006218.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/outdoor'],1,['convenience_store/outdoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6218,['ADE_train_00006219.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/outdoor'],1,['convenience_store/outdoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6219,['ADE_train_00006220.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/outdoor'],1,['convenience_store/outdoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6220,['ADE_train_00006221.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/outdoor'],1,['convenience_store/outdoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6221,['ADE_train_00006222.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/outdoor'],1,['convenience_store/outdoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6222,['ADE_train_00006223.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/outdoor'],1,['convenience_store/outdoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6223,['ADE_train_00006224.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/outdoor'],1,['convenience_store/outdoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6224,['ADE_train_00006225.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/outdoor'],1,['convenience_store/outdoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6225,['ADE_train_00006226.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/outdoor'],1,['convenience_store/outdoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6226,['ADE_train_00006227.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/outdoor'],1,['convenience_store/outdoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6227,['ADE_train_00006228.jpg'],['ADE20K_2016_07_26/images/training/c/convenience_store/outdoor'],1,['convenience_store/outdoor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6228,['ADE_train_00006229.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6229,['ADE_train_00006230.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6230,['ADE_train_00006231.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6231,['ADE_train_00006232.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
6232,['ADE_train_00006233.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6233,['ADE_train_00006234.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6234,['ADE_train_00006235.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6235,['ADE_train_00006236.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6236,['ADE_train_00006237.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6237,['ADE_train_00006238.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6238,['ADE_train_00006239.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6239,['ADE_train_00006240.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6240,['ADE_train_00006241.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6241,['ADE_train_00006242.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6242,['ADE_train_00006243.jpg'],['ADE20K_2016_07_26/images/training/c/corn_field'],1,['corn_field'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6243,['ADE_train_00006244.jpg'],['ADE20K_2016_07_26/images/training/c/corral'],1,['corral'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6244,['ADE_train_00006245.jpg'],['ADE20K_2016_07_26/images/training/c/corral'],1,['corral'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6245,['ADE_train_00006246.jpg'],['ADE20K_2016_07_26/images/training/c/corral'],1,['corral'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6246,['ADE_train_00006247.jpg'],['ADE20K_2016_07_26/images/training/c/corral'],1,['corral'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6247,['ADE_train_00006248.jpg'],['ADE20K_2016_07_26/images/training/c/corral'],1,['corral'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6248,['ADE_train_00006249.jpg'],['ADE20K_2016_07_26/images/training/c/corral'],1,['corral'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6249,['ADE_train_00006250.jpg'],['ADE20K_2016_07_26/images/training/c/corral'],1,['corral'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6250,['ADE_train_00006251.jpg'],['ADE20K_2016_07_26/images/training/c/corral'],1,['corral'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6251,['ADE_train_00006252.jpg'],['ADE20K_2016_07_26/images/training/c/corral'],1,['corral'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6252,['ADE_train_00006253.jpg'],['ADE20K_2016_07_26/images/training/c/corral'],1,['corral'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6253,['ADE_train_00006254.jpg'],['ADE20K_2016_07_26/images/training/c/corral'],1,['corral'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6254,['ADE_train_00006255.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6255,['ADE_train_00006256.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6256,['ADE_train_00006257.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6257,['ADE_train_00006258.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
6258,['ADE_train_00006259.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6259,['ADE_train_00006260.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6260,['ADE_train_00006261.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6261,['ADE_train_00006262.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6262,['ADE_train_00006263.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6263,['ADE_train_00006264.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6264,['ADE_train_00006265.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
6265,['ADE_train_00006266.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6266,['ADE_train_00006267.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6267,['ADE_train_00006268.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6268,['ADE_train_00006269.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6269,['ADE_train_00006270.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6270,['ADE_train_00006271.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6271,['ADE_train_00006272.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6272,['ADE_train_00006273.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6273,['ADE_train_00006274.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6274,['ADE_train_00006275.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6275,['ADE_train_00006276.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6276,['ADE_train_00006277.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6277,['ADE_train_00006278.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6278,['ADE_train_00006279.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6279,['ADE_train_00006280.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6280,['ADE_train_00006281.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6281,['ADE_train_00006282.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6282,['ADE_train_00006283.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6283,['ADE_train_00006284.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6284,['ADE_train_00006285.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6285,['ADE_train_00006286.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6286,['ADE_train_00006287.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6287,['ADE_train_00006288.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6288,['ADE_train_00006289.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6289,['ADE_train_00006290.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6290,['ADE_train_00006291.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6291,['ADE_train_00006292.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6292,['ADE_train_00006293.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6293,['ADE_train_00006294.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6294,['ADE_train_00006295.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6295,['ADE_train_00006296.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6296,['ADE_train_00006297.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6297,['ADE_train_00006298.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6298,['ADE_train_00006299.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6299,['ADE_train_00006300.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6300,['ADE_train_00006301.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6301,['ADE_train_00006302.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
6302,['ADE_train_00006303.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6303,['ADE_train_00006304.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6304,['ADE_train_00006305.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6305,['ADE_train_00006306.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6306,['ADE_train_00006307.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6307,['ADE_train_00006308.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6308,['ADE_train_00006309.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6309,['ADE_train_00006310.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6310,['ADE_train_00006311.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6311,['ADE_train_00006312.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6312,['ADE_train_00006313.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6313,['ADE_train_00006314.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6314,['ADE_train_00006315.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6315,['ADE_train_00006316.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6316,['ADE_train_00006317.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6317,['ADE_train_00006318.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6318,['ADE_train_00006319.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6319,['ADE_train_00006320.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6320,['ADE_train_00006321.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6321,['ADE_train_00006322.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6322,['ADE_train_00006323.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6323,['ADE_train_00006324.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6324,['ADE_train_00006325.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6325,['ADE_train_00006326.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6326,['ADE_train_00006327.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6327,['ADE_train_00006328.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6328,['ADE_train_00006329.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6329,['ADE_train_00006330.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6330,['ADE_train_00006331.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6331,['ADE_train_00006332.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6332,['ADE_train_00006333.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6333,['ADE_train_00006334.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6334,['ADE_train_00006335.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6335,['ADE_train_00006336.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6336,['ADE_train_00006337.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6337,['ADE_train_00006338.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6338,['ADE_train_00006339.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6339,['ADE_train_00006340.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6340,['ADE_train_00006341.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
6341,['ADE_train_00006342.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
6342,['ADE_train_00006343.jpg'],['ADE20K_2016_07_26/images/training/c/corridor'],1,['corridor'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
